id,nom,insee,geopoint,adresse,emplacements,no_appel,info,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner
06004-T-002,Juan Gare,06004,"7.06425, 43.34146",avenue de l'esterel,,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-083,TAX603,69123,"4.84487, 45.7767679990572",Place Général Leclerc,6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-081,TAX604,69123,"4.842826, 45.7686029990571",Place Maréchal Lyautey,6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-080,TAX602,69123,"4.853856, 45.7696569990571","39, Cours Vitton",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-079,TAXVIL01,69123,"4.86371, 45.7709519990572","21, Rue Gabriel Péri",6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-078,TAX701,69123,"4.835581, 45.7493089990571","3, Rue Jaboulay",7,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-077,TAX707,69123,"4.841933, 45.7463349990571","16, Place Jean Macé",10,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-076,TAXVIL04,69123,"4.909076, 45.7639679990571",dépose minute Bonnevay,3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-075,TAXCAL01,69123,"4.847985, 45.7998899990572",Place de L'église,4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-074,TAX401,69123,"4.831099, 45.7744549990572","159, Boulevard de la Croix-Rousse",8,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-073,TAXRIL01,69123,"4.894392, 45.8145799990572","Face 30, Avenue de l'Europe",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-072,TAXCAL02,69123,"4.833963, 45.7863159990572",Chemin du Penthod,5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-071,TAX500,69123,"4.812657, 45.7579679990571",Place de Trion,4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-070,TAX502,69123,"4.827844, 45.7661079990571","6, Rue Octavio Mey",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-069,TAX505,69123,"4.796574, 45.7562469990571","3, Rue Joliot Curie",5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-068,TAX504,69123,"4.821231, 45.7591679990571","6, Rue de l'Antiquaille",3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-067,TAX501,69123,"4.828835, 45.7624039990571","21, Quai Romain Rolland",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-066,TAX402,69123,"4.835988, 45.7784149990572","12, Rue Gigodot",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-065,TAX400,69123,"4.821589, 45.7734249990572","1, Rue Philibert Roussy",3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-064,TAX300,69123,"4.867301, 45.7543789990571",Place Rouget de L'Isle,3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-063,TAX307,69123,"4.851195, 45.7619899990571","74, Rue de Bonnel",5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-062,TAX301,69123,"4.861573, 45.7605189990571","42, Rue de la Villette",12,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-061,TAX304,69123,"4.857677, 45.7620949990571","12, Boulevard Marius Vivier-Merle",7,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-060,TAX305,69123,"4.85944, 45.7603929990572",Gare de la Part-Dieu,12,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-059,TAX308,69123,"4.856125, 45.7594509990571",Rue des Cuirassiers,6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-082,TAX600,69123,"4.85436, 45.7856819990572","50, Quai Charles de Gaulle",6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-084,TAXBRO03,69123,"4.917215, 45.7379769990571","74, Avenue Ferdinand Buisson",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-004,TAXVIL03,69123,"4.90643, 45.7605549990571","158, Rue Léon Blum",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-085,TAX801,69123,"4.868697, 45.7369599990571","Face 5, Rue Marius Berliet",3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-108,TAXVIL02,69123,"4.86524, 45.7765279990572","45, Avenue Galline",6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-107,TAX904,69123,"4.812555, 45.7880699990572","Face 8, Rue de la Navigation",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-106,TAX703,69123,"4.8259, 45.7320769990571","16, Place Docteurs Charles et Christophe Mérieux",10,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-105,TAX902,69123,"4.803956, 45.7793329990572",Rue Roger Salengro,5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-104,TAXNEU01,69123,"4.838308, 45.8767059990572",Quai Pasteur,4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-103,TAX705,69123,"4.837561, 45.7373719990571","1, Rue Marie-Madeleine Fourcade",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-102,TAX704,69123,"4.830401, 45.7270039990571","256, Rue Marcel Mérieux",6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-101,TAX900,69123,"4.808672, 45.7742859990571","45b, Quai Jayr",5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-100,TAX306,69123,"4.85599, 45.7630879990571","32, Boulevard Eugéne Deruelle",5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-099,TAX101,69123,"4.834442, 45.7666229990571","5, Rue Président Edouard Herriot",3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-098,TAXVIL05,69123,"4.87934, 45.7693549990571","4, Avenue Henri Barbusse",5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-097,TAX100,69123,"4.834448, 45.7670289990571","1, Rue Président Edouard Herriot",5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-096,TAX203,69123,"4.828065, 45.7516439990571","4, Place Carnot",5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-095,TAX606,69123,"4.857791, 45.7856729990572","10, Quai Charles de Gaulle",13,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-094,TAX804,69123,"4.867749, 45.7289049990571","114, Boulevard des Etats-Unis",3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-093,TAX803,69123,"4.867241, 45.7291379990571",Rue du Professeur Beauvisage,5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-092,TAX708,69123,"4.846355, 45.7522749990571",Place Emir Abd El Kader,4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-091,TAX310,69123,"4.87911, 45.7435439990571","1, Place d'arsonval",30,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-090,TAXCHP01,69123,"4.790113, 45.7971669990572",99 Av lanessan,7,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-089,TAX303,69123,"4.858639, 45.7594289990571",Vivier Merle,46,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-088,TAX903,69123,"4.79294, 45.7871259990572",Rue Maurice Béjart,5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-087,TAXBRO01,69123,"4.90864, 45.7337739990571","3, Rue Verdun",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-086,TAX601,69123,"4.859368, 45.7664509990571",Place Jules Ferry,9,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-058,TAX204,69123,"4.825272, 45.7473659990571","5, Place des Archives",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-057,TAX202,69123,"4.826179, 45.7489439990571",Centre d'Echange (domaine SNCF),61,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-056,TAX201,69123,"4.834373, 45.7543709990571","20, Quai Docteur Gailleton",6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-055,TAX205,69123,"4.831388, 45.7567979990571","26, Place Bellecour",3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-028,TAXVIL07,69123,"4.876523, 45.7558929990571","5, Place des Maisons Neuves",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-027,TAX905,69123,"4.812728, 45.7684909990571","3, Quai Chauveau",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-026,TAX805,69123,"4.875316, 45.7347819990571",Rue Jacqueline Auriol - Angle Avenue Jean Mermoz,3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-025,TAXVER01,69123,"4.812606, 45.647045999057","88, Place Charles de Gaulle",1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-024,TAXGIV01,69123,"4.777287, 45.582467999057","14, Quai Robichon-Malgontier",1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-023,TAXLIS01,69123,"4.742272, 45.8646479990572","Face 82, Route Départementale 306",1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-022,TAXSGM01,69123,"4.80319, 45.8831819990573","1, Avenue de la Résistance",1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-021,TAXSDM01,69123,"4.798064, 45.8099899990572",Chemin des Roteaux,1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-020,TAXROC01,69123,"4.834818, 45.8419789990572","Face 216, Quai Pierre Dupont",1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-019,TAXMIO01,69123,"4.957697, 45.6645499990571","5, Rue de la République",1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-018,TAXTOU01,69123,"4.717499, 45.8149819990572",Avenue de l'Hippodrome,2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-017,TAXDAR01,69123,"4.761104, 45.8204699990572",Place de la Porte de Lyon,2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-016,TAXCHA01,69123,"4.949649, 45.7304189990571",Eurexpo,10,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-015,TAXBRO05,69123,"4.90203, 45.7487449990571",Avenue Doyen Jean Lépine,5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-014,TAXBRO07,69123,"4.888609, 45.7320749990571",Rue Edouard Branly,2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-013,TAXVIL06,69123,"4.890791, 45.7592359990571","1, Avenue Général Leclerc",3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-012,TAX309,69123,"4.848149, 45.7604319990571","67, Rue Servient",5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-011,TAXBRO02,69123,"4.893685, 45.7415909990571","Face 104, Boulevard Pinel",7,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-010,TAX200,69123,"4.834472, 45.7579299990571","1, Rue de la Barre",10,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-009,TAXLIM01,69123,"4.775071, 45.8130059990572","175, Allée des Noisetiers",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-008,TAXCOR01,69123,"4.898513, 45.6718189990571","74, Rue Centrale",1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-007,TAXCHR01,69123,"4.736169, 45.7819209990572",Promenade de la Gare,3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-006,TAXOUL02,69123,"4.814043, 45.7171299990571",Rue Pierre Sémard,5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-029,TAXVAU01,69123,"4.919936, 45.7773229990572","Face 33, Rue Emile Zola",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-030,TAXFSS01,69123,"4.847669, 45.8346409990572","1, Rue Pierre Cardon",1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-031,TAXFSS02,69123,"4.847054, 45.8349459990572","56, Rue Gambetta",1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-044,TAX709,69123,"4.839893, 45.7557049990571",Quai Claude Bernard,4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-054,TAX207,69123,"4.833641, 45.7607899990571","1, Place des Jacobins",6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-053,TAX208,69123,"4.836337, 45.7635859990571",Place des Cordeliers,8,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-052,TAX206,69123,"4.836273, 45.7612559990571",Place de la République,9,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-051,TAXVEN01,69123,"4.882921, 45.6995699990571",Place Henri Barbusse,5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-050,TAXTDL01,69123,"4.78162, 45.7638229990571","4, Place Pierre Vauboin",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-049,TAXSPR01,69123,"4.934665, 45.6940999990571","22, Boulevard  Edouard herriot",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-048,TAXOUL01,69123,"4.806627, 45.7140379990571","Face 2, Rue Etienne Dolet",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-047,TAXECU01,69123,"4.779087, 45.7765979990572",Parking du Chêne,6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-046,TAXBRO04,69123,"4.919752, 45.7421789990571","Face 83, Avenue Pierre Brosselette",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-045,TAXBRO06,69123,"4.928804, 45.7251429990571","260, Avenue Jean Monnet",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-043,TAX311,69123,"4.871626, 45.7454909990571","107, Cours Albert Thomas",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-032,TAX211,69123,"4.837377, 45.7593329990571","17, Quai Jules Courmont",4,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-042,TAXVAU02,69123,"4.921717, 45.7606879990571","6, Avenue des Canuts",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-041,TAX210,69123,"4.818035, 45.7337519990571","85, Quai Perrache",5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-040,TAXVIL09,69123,"4.891139, 45.7595049990571","59, Place Jules Grandclément",3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-039,TAXCHP02,69123,"4.780951, 45.7950949990572","Face 35b, Chemin du Coulouvrier",6,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-038,TAXGEN01,69123,"4.840147, 45.8976289990573","102, Rue des Ecoles",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-037,TAX605,69123,"4.841524, 45.7639059990572",Quai Général Sarrail,5,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-036,TAXMEY01,69123,"5.003133, 45.7650469990571","27, Rue Louis Saulnier",3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-035,TAXFL01,69123,"4.796193, 45.7491739990571","7, Avenue Maréchal Foch",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-034,TAX209,69123,"4.81976, 45.7416059990571","106, Cours Charlemagne",3,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
69123-T-033,TAXVIL08,69123,"4.874406, 45.7792699990571","128, Boulevard du 11 Novembre 1918",2,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
75006-T-002,Palais royal,75056,"2.33601217964, 48.8636050655",1 à 5 RUE SAINT HONORE,,0142606140,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
75006-T-005,Opéra,75056,"2.33283223256, 48.8704409733",4 PLACE DE L OPERA,,0147427575,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
75006-T-008,Saint-Paul,75056,"2.36090916367, 48.8553716906",8 RUE DE RIVOLI,,0148874939,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
75006-T-115,Porte de Montreuil,75056,"2.41127131571, 48.8538169429",3 AVENUE DE LA PORTE DE MONTREUIL,,0143700000,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
76540-T-026,Place du Marché,76540,"1.023409043, 49.388236092",Place du Marché,1,,,2021-09-13T17:20:08.894000,60911729a640b4d970a794d0,5d663912-f57c-4e7f-9db7-1c2cc13cf679,le-taxi
